City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,vite,17.2833,74.55,70.84,86,40,10.04,IN,1628961648
278,ornskoldsvik,63.2909,18.7153,63.55,77,75,9.22,SE,1628961649
279,flinders,-34.5833,150.8552,52.81,83,4,1.01,AU,1628961649
280,vao,-22.6667,167.4833,66.42,63,26,16.04,NC,1628961649
281,codrington,-38.2667,141.9667,46.58,91,5,13.67,AU,1628961650
282,porto walter,-8.2686,-72.7439,95.63,28,100,2.13,BR,1628961650
283,broome,42.2506,-75.833,76.06,63,90,1.99,US,1628961650
284,shiyan,32.6475,110.7781,68.86,93,7,1.32,CN,1628961651
285,zharkent,44.1628,80.0,64.47,49,35,6.04,KZ,1628961651
286,liberia,6.5,-9.5,76.5,80,100,2.95,LR,1628961651
287,kahului,20.8947,-156.47,76.26,86,20,10.36,US,1628961651
288,tarakan,3.3,117.6333,78.3,94,40,2.3,ID,1628961652
289,zabaykalsk,49.6333,117.3167,57.16,85,8,5.48,RU,1628961652
290,swanzey,42.8698,-72.2818,88.77,72,75,6.91,US,1628961652
291,mangan,27.5167,88.5333,76.46,99,100,1.77,IN,1628961653
292,fairbanks,64.8378,-147.7164,53.1,85,40,5.75,US,1628961653
293,tuban,-6.8976,112.0649,77.2,83,49,6.69,ID,1628961653
294,luderitz,-26.6481,15.1594,62.55,43,0,20.04,NA,1628961653
295,jizan,17.3333,42.6667,92.34,41,9,7.63,SA,1628961654
296,donskoye,45.4552,41.9741,73.53,75,98,5.57,RU,1628961654
297,caxias,38.7031,-9.2767,91.22,46,0,5.01,PT,1628961654
298,piacabucu,-10.4056,-36.4344,78.71,69,20,9.75,BR,1628961655
299,atar,20.5169,-13.0499,109.29,12,24,20.07,MR,1628961655
300,mount pleasant,32.7941,-79.8626,91.99,68,1,4.0,US,1628961524
301,ponta do sol,32.6667,-17.1,82.71,74,86,0.2,PT,1628961656
302,ancud,-41.8697,-73.8203,48.42,69,100,3.74,CL,1628961657
303,pasighat,28.0667,95.3333,75.85,99,100,2.3,IN,1628961535
304,churapcha,62.0025,132.4325,63.1,62,32,5.95,RU,1628961657
305,lere,10.387,8.5726,74.5,87,92,4.41,NG,1628961657
306,berlevag,70.8578,29.0864,50.76,82,60,10.76,NO,1628961658
307,kitimat,54.0524,-128.6534,67.91,87,100,1.99,CA,1628961658
308,aljezur,37.3191,-8.8033,84.04,41,60,9.93,PT,1628961659
309,paamiut,61.994,-49.6678,45.3,98,100,15.95,GL,1628961659
310,kuching,1.55,110.3333,77.22,88,20,4.61,MY,1628961659
311,lerwick,60.1545,-1.1494,59.0,77,16,14.25,GB,1628961660
312,beaverlodge,55.2166,-119.4361,78.15,35,70,22.46,CA,1628961660
313,zhigansk,66.7697,123.3711,47.91,76,100,12.01,RU,1628961660
314,norman wells,65.282,-126.8329,53.64,87,75,9.22,CA,1628961660
315,waipawa,-41.4122,175.5153,38.03,83,11,5.17,NZ,1628961661
316,maralal,1.0968,36.698,61.59,77,91,6.93,KE,1628961661
317,hemsedal,60.8629,8.5534,50.0,83,100,7.11,NO,1628961662
318,itarema,-2.9248,-39.9167,87.28,50,60,17.11,BR,1628961662
319,caucaia,-3.7361,-38.6531,87.75,51,20,16.11,BR,1628961662
320,qaqortoq,60.7167,-46.0333,54.1,89,100,2.55,GL,1628961663
321,hasaki,35.7333,140.8333,68.4,94,100,2.93,JP,1628961663
322,nishihara,26.1842,127.7558,80.26,94,20,10.36,JP,1628961663
323,caravelas,-17.7125,-39.2481,77.31,56,10,7.94,BR,1628961664
324,prince rupert,54.3161,-130.3201,59.09,94,90,2.3,CA,1628961469
325,calvinia,-31.4707,19.776,50.27,60,7,12.71,ZA,1628961664
326,san felice sul panaro,44.8332,11.1426,98.13,19,0,12.73,IT,1628961664
327,faya,18.3851,42.4509,81.12,30,59,9.91,SA,1628961665
328,mora,11.0461,14.1401,78.4,74,99,4.9,CM,1628961665
329,lindsay,36.203,-119.0882,97.0,40,1,4.61,US,1628961460
330,atambua,-9.1061,124.8925,69.44,86,8,6.06,ID,1628961665
331,bolivar,37.6145,-93.4105,82.99,61,66,7.43,US,1628961570
332,nicoya,10.1483,-85.452,87.35,66,84,2.44,CR,1628961666
333,ballina,-28.8667,153.5667,59.04,93,32,6.64,AU,1628961666
334,moose factory,51.2585,-80.6094,66.2,48,75,12.66,CA,1628961667
335,cayenne,4.9333,-52.3333,87.84,76,20,4.0,GF,1628961667
336,sorong,-0.8833,131.25,77.56,87,25,6.4,ID,1628961667
337,lakes entrance,-37.8811,147.981,42.19,75,4,8.16,AU,1628961668
338,tungi,23.89,90.4058,86.0,70,75,6.91,BD,1628961668
339,dvinskoy,62.1535,45.1175,62.76,74,55,5.91,RU,1628961668
340,hualmay,-11.0964,-77.6139,66.97,69,42,9.86,PE,1628961668
341,leiyang,26.4024,112.8591,72.21,95,97,2.62,CN,1628961669
342,shimoda,34.6667,138.95,80.71,93,100,19.91,JP,1628961669
343,trujillo,-8.116,-79.03,66.16,77,40,10.36,PE,1628961669
344,zhezkazgan,47.8043,67.7144,64.29,37,81,14.23,KZ,1628961670
345,metlaltoyuca,20.7333,-97.85,89.33,58,11,1.21,MX,1628961670
346,kommunisticheskiy,61.6789,64.4819,68.07,60,62,12.62,RU,1628961670
347,muli,2.9167,73.5667,82.76,75,29,18.28,MV,1628961670
348,itaituba,-4.2761,-55.9836,87.96,74,75,0.0,BR,1628961671
349,bichena,10.45,38.2,57.09,77,32,4.54,ET,1628961671
350,hollins,37.3413,-79.9431,94.19,56,75,10.36,US,1628961672
351,labuhan,-6.8844,112.2051,77.85,81,56,7.2,ID,1628961672
352,balkanabat,39.5108,54.3671,89.24,15,0,15.17,TM,1628961672
353,tilichiki,60.4667,166.1,48.7,90,66,1.97,RU,1628961673
354,satrikh,26.8667,81.2,86.07,77,65,5.66,IN,1628961674
355,brae,60.3964,-1.353,58.91,81,20,12.17,GB,1628961674
356,rosarito,32.3333,-117.0333,87.67,60,2,9.46,MX,1628961674
357,port lincoln,-34.7333,135.8667,51.67,64,0,7.11,AU,1628961675
358,puro,12.4841,123.3827,79.3,83,85,4.27,PH,1628961675
359,komsomolskoye,55.2567,47.5461,62.26,89,100,3.42,RU,1628961675
360,eyl,7.9803,49.8164,78.15,79,60,26.31,SO,1628961676
361,marystown,47.1666,-55.1483,71.51,87,95,5.12,CA,1628961676
362,tonekabon,36.8163,50.8738,84.15,56,6,1.57,IR,1628961676
363,lexington park,38.2668,-76.4538,91.81,63,40,0.0,US,1628961495
364,marzuq,14.4,46.4667,85.5,45,4,8.46,YE,1628961677
365,krasnyy chikoy,50.3643,108.7512,56.64,91,16,2.84,RU,1628961677
366,whitehorse,60.7161,-135.0538,57.09,66,90,11.5,CA,1628961677
367,lucapa,-8.4192,20.7447,80.29,36,91,3.53,AO,1628961678
368,solnechnyy,50.7214,136.6319,58.82,75,45,2.82,RU,1628961678
369,hambantota,6.1241,81.1185,80.01,76,92,19.17,LK,1628961678
370,kalengwa,-13.4659,25.0027,69.35,24,0,6.24,ZM,1628961678
371,dali,25.7,100.1833,63.46,95,100,2.62,CN,1628961679
372,chicama,-7.8447,-79.1469,64.94,59,46,9.53,PE,1628961679
373,paita,-5.0892,-81.1144,81.16,67,53,9.66,PE,1628961679
374,beckley,37.7782,-81.1882,80.06,78,75,4.61,US,1628961680
375,tazmalt,36.3868,4.3989,103.05,11,16,14.09,DZ,1628961680
376,iberia,29.9502,-91.7507,89.98,62,20,6.91,US,1628961680
377,lake havasu city,34.4839,-114.3224,93.06,42,1,1.01,US,1628961504
378,forestville,38.8451,-76.875,91.49,62,20,8.05,US,1628961681
379,esso,55.9333,158.7,50.0,93,12,4.54,RU,1628961681
380,kristiinankaupunki,62.2743,21.376,61.68,73,84,14.9,FI,1628961681
381,constitucion,-35.3333,-72.4167,56.19,62,99,3.58,CL,1628961682
382,honningsvag,70.9821,25.9704,49.24,84,68,10.51,NO,1628961682
383,wenatchee,47.4235,-120.3103,88.83,37,20,5.75,US,1628961581
384,san vicente,-26.6167,-54.1333,69.35,63,74,4.68,AR,1628961682
385,havre-saint-pierre,50.2334,-63.5986,77.36,78,1,10.36,CA,1628961683
386,loandjili,-4.7561,11.8578,74.5,85,86,10.96,CG,1628961683
387,gat,31.61,34.7642,85.41,100,0,10.16,IL,1628961684
388,kantunilkin,21.0917,-87.45,84.04,41,7,4.47,MX,1628961684
389,kungurtug,50.5994,97.5228,60.04,79,85,1.57,RU,1628961684
390,traverse city,44.7631,-85.6206,74.14,43,20,3.44,US,1628961685
391,sandnessjoen,66.0217,12.6316,64.58,80,98,25.97,NO,1628961685
392,nambour,-26.6333,152.95,58.1,97,18,2.48,AU,1628961685
393,tessalit,20.1986,1.0114,107.76,6,16,14.76,ML,1628961686
394,bogorodskoye,56.55,37.8833,71.78,70,98,1.39,RU,1628961686
395,tecoanapa,16.5167,-98.75,86.25,63,62,3.6,MX,1628961675
396,tabas,33.5959,56.9244,93.79,13,0,8.77,IR,1628961686
397,krasnoselkup,65.7,82.4667,59.5,78,100,9.28,RU,1628961686
398,yulara,-25.2406,130.9889,57.04,28,10,8.05,AU,1628961687
399,la libertad,-2.2333,-80.9,74.86,73,75,8.05,EC,1628961687
400,zhumadian,32.9794,114.0294,69.91,94,2,0.96,CN,1628961687
401,north tonawanda,43.0387,-78.8642,77.23,55,20,3.0,US,1628961688
402,nioro,13.35,-15.75,86.41,67,100,5.68,GM,1628961688
403,mecca,21.4267,39.8261,97.43,27,64,10.11,SA,1628961404
404,magadan,59.5667,150.8,54.57,91,95,1.43,RU,1628961688
405,promyshlennyy,67.5833,63.9167,58.17,95,90,12.03,RU,1628961689
406,cockburn town,21.4612,-71.1419,81.82,80,88,19.46,TC,1628961689
407,namatanai,-3.6667,152.4333,78.66,83,15,7.61,PG,1628961689
408,pundaguitan,6.3711,126.1689,82.94,72,96,6.85,PH,1628961690
409,wuwei,37.9281,102.6414,74.62,35,58,5.3,CN,1628961690
410,cururupu,-1.8283,-44.8683,82.8,74,36,6.2,BR,1628961690
411,totness,5.8833,-56.3167,82.36,78,96,5.35,SR,1628961690
412,altay,47.8667,88.1167,65.35,46,100,0.74,CN,1628961692
413,samarai,-10.6167,150.6667,77.76,86,76,18.03,PG,1628961692
414,carnarvon,-24.8667,113.6333,57.27,40,0,10.36,AU,1628961692
415,xingcheng,40.6167,120.7167,68.11,78,5,5.41,CN,1628961694
416,conneaut,41.9476,-80.5542,79.97,62,13,11.32,US,1628961694
417,krasnoarmeysk,51.0239,45.6969,72.28,67,99,12.15,RU,1628961695
418,mathbaria,22.2876,89.9593,81.63,90,100,6.46,BD,1628961696
419,verkhnyaya inta,65.9811,60.3094,56.55,87,65,21.21,RU,1628961696
420,genhe,50.7833,121.5167,55.67,79,54,0.34,CN,1628961696
421,meadow lake,34.8014,-106.5436,77.7,55,97,8.63,US,1628961469
422,toamasina,-18.1667,49.3833,69.8,94,75,16.11,MG,1628961697
423,urumqi,43.801,87.6005,65.35,68,0,8.95,CN,1628961697
424,gondanglegi,-7.7479,112.0132,75.16,87,8,7.56,ID,1628961697
425,hanstholm,57.1167,8.6167,62.74,75,43,24.05,DK,1628961697
426,pozo colorado,-23.4923,-58.7972,79.47,22,0,4.07,PY,1628961698
427,hervey bay,-25.2986,152.8535,60.04,78,5,6.22,AU,1628961698
428,veraval,20.9,70.3667,80.4,81,100,16.55,IN,1628961698
429,moron,-34.6534,-58.6198,66.0,68,0,1.95,AR,1628961459
430,tual,-5.6667,132.75,79.92,84,77,18.3,ID,1628961699
431,lasa,46.6166,10.7002,81.63,70,64,3.27,IT,1628961699
432,imperia,43.9667,7.7833,86.76,57,8,3.71,IT,1628961700
433,lipin bor,60.2622,37.9763,62.4,86,82,10.56,RU,1628961700
434,pangnirtung,66.1451,-65.7125,50.0,87,90,6.91,CA,1628961700
435,gondang,-7.0109,111.3189,75.4,84,39,6.24,ID,1628961701
436,paka,4.6374,103.4368,76.93,94,100,0.0,MY,1628961701
437,petropavlovsk-kamchatskiy,53.0452,158.6483,48.79,100,75,0.0,RU,1628961701
438,port-cartier,50.0334,-66.8654,66.42,100,100,3.4,CA,1628961702
439,rozvadiv,49.5,23.6167,79.48,61,27,2.95,UA,1628961702
440,nanga eboko,4.6833,12.3667,76.69,69,60,3.22,CM,1628961702
441,richards bay,-28.783,32.0377,58.05,78,100,2.8,ZA,1628961702
442,katsuura,35.1333,140.3,69.91,92,100,21.09,JP,1628961703
443,bilibino,68.0546,166.4372,43.18,78,99,5.03,RU,1628961703
444,thinadhoo,0.5333,72.9333,82.92,72,54,16.33,MV,1628961704
445,minab,27.1467,57.0801,90.9,59,20,4.23,IR,1628961704
446,jalor,25.35,72.6167,86.74,54,36,14.43,IN,1628961704
447,onega,63.9061,38.1404,62.08,77,20,5.61,RU,1628961704
448,thaba-tseka,-29.522,28.6084,36.66,97,96,2.98,LS,1628961705
449,shieli,44.1667,66.75,70.9,24,42,14.79,KZ,1628961705
450,dayong,25.0209,118.2898,80.28,97,100,0.89,CN,1628961705
451,manawar,22.2333,75.0833,80.17,73,35,5.5,IN,1628961706
452,waddan,29.1614,16.139,90.34,25,0,20.38,LY,1628961706
453,nanortalik,60.1432,-45.2371,50.16,91,100,8.28,GL,1628961706
454,bonthe,7.5264,-12.505,78.58,75,99,11.52,SL,1628961707
455,stokmarknes,68.5646,14.9108,58.5,75,45,8.46,NO,1628961707
456,yarmolyntsi,49.1924,26.8373,73.47,50,70,3.78,UA,1628961707
457,luganville,-15.5333,167.1667,73.85,85,97,13.18,VU,1628961708
458,belmonte,-15.8631,-38.8828,78.8,60,18,8.99,BR,1628961708
459,gwembe,-16.4975,27.6069,62.91,44,0,4.5,ZM,1628961708
460,baruun-urt,46.6806,113.2792,55.92,88,11,7.58,MN,1628961709
461,gamba,-2.65,10.0,75.85,84,98,9.01,GA,1628961709
462,santa flavia,38.085,13.5351,93.63,27,0,4.0,IT,1628961709
463,bandipur,27.9333,84.4167,68.97,93,100,2.75,NP,1628961710
464,natal,-5.795,-35.2094,88.45,48,0,18.41,BR,1628961502
465,marechal candido rondon,-24.5561,-54.0567,74.62,53,76,4.83,BR,1628961634
466,kruisfontein,-34.0033,24.7314,56.88,79,82,6.13,ZA,1628961710
467,poum,-20.2333,164.0167,68.49,65,41,14.74,NC,1628961711
468,aswan,24.0934,32.907,105.1,13,0,12.66,EG,1628961711
469,ust-ilimsk,58.0006,102.6619,61.0,84,100,2.75,RU,1628961711
470,bima,-8.4667,118.7167,73.78,90,6,3.02,ID,1628961711
471,sibolga,1.7427,98.7792,76.12,91,100,3.47,ID,1628961712
472,pyinmana,19.7333,96.2167,75.09,95,100,6.93,MM,1628961712
473,naze,28.3667,129.4833,78.28,88,100,14.7,JP,1628961713
474,xianyang,34.3378,108.7026,72.64,83,0,8.95,CN,1628961429
475,amalapuram,16.5833,82.0167,80.24,82,100,6.91,IN,1628961713
476,komsomolskiy,40.4272,71.7189,77.72,23,37,6.91,UZ,1628961713
477,stanilesti,46.6183,28.1714,79.38,44,0,2.42,RO,1628961714
478,tagusao,9.1924,117.8141,79.72,82,37,5.5,PH,1628961714
479,carberry,49.8689,-99.3602,82.65,26,15,11.12,CA,1628961714
480,vancouver,49.2497,-123.1193,80.55,61,20,5.01,CA,1628961586
481,bandarbeyla,9.4942,50.8122,77.18,83,56,32.44,SO,1628961715
482,magdagachi,53.45,125.8,56.08,79,1,1.36,RU,1628961715
483,joetsu,37.1483,138.2364,71.4,93,100,3.15,JP,1628961715
484,pucara,-15.9803,-71.4606,48.33,27,4,8.66,PE,1628961716
485,mehamn,71.0357,27.8492,49.62,85,90,12.46,NO,1628961717
486,emporia,38.4039,-96.1817,80.8,65,1,10.36,US,1628961717
487,port hueneme,34.1478,-119.1951,89.1,74,40,6.91,US,1628961717
488,aklavik,68.2191,-135.0107,52.63,82,20,8.05,CA,1628961718
489,odweyne,9.4092,45.064,77.49,49,79,19.19,SO,1628961718
490,lianzhou,24.7811,112.3825,77.36,97,100,1.57,CN,1628961719
491,calama,-22.4667,-68.9333,70.29,14,15,23.02,CL,1628961719
492,rio gallegos,-51.6226,-69.2181,42.85,75,75,12.66,AR,1628961695
493,beringovskiy,63.05,179.3167,54.45,78,75,9.13,RU,1628961719
494,waterbury,41.5582,-73.0515,89.02,58,40,1.01,US,1628961717
495,nortelandia,-14.4547,-56.8028,97.34,19,6,3.91,BR,1628961720
496,las vegas,36.175,-115.1372,95.61,36,1,6.91,US,1628961524
497,panama city,8.9936,-79.5197,86.43,79,40,6.91,PA,1628961718
498,haines junction,60.7522,-137.5108,55.35,76,100,1.14,CA,1628961720
499,saint-denis,48.9167,2.3333,86.49,39,0,2.3,FR,1628961721
500,chifeng,42.2683,118.9636,66.04,75,100,4.79,CN,1628961721
501,constantine,36.365,6.6147,92.61,22,0,12.66,DZ,1628961490
502,byron bay,-28.65,153.6167,59.88,92,37,6.73,AU,1628961721
503,briceno,7.111,-75.5515,66.99,99,100,0.85,CO,1628961722
504,serik,36.9169,31.0989,91.65,43,2,1.68,TR,1628961722
505,port dover,42.7834,-80.1997,77.05,50,1,8.84,CA,1628961488
506,noumea,-22.2763,166.4572,55.38,68,61,9.6,NC,1628961722
507,tsarychanka,48.937,34.4786,74.79,34,88,8.95,UA,1628961723
508,anchorage,61.2181,-149.9003,54.99,87,75,4.61,US,1628961613
509,saint anthony,45.0205,-93.218,84.25,33,1,1.99,US,1628961723
510,formosa,-26.1775,-58.1781,75.18,43,75,4.61,AR,1628961724
511,baiyin,36.5583,104.2081,70.68,44,7,6.64,CN,1628961724
512,bereda,43.2686,-7.5406,80.42,56,1,6.04,ES,1628961724
513,ponta pora,-22.5361,-55.7256,78.71,44,20,2.3,BR,1628961725
514,ndele,8.4109,20.6473,73.45,96,73,3.27,CF,1628961726
515,edinburg,55.9521,-3.1965,65.91,65,40,5.99,GB,1628961468
516,channel-port aux basques,47.5702,-59.1367,70.57,87,51,8.14,CA,1628961727
517,kendari,-3.945,122.4989,73.33,94,13,2.37,ID,1628961727
518,gornoye loo,43.7129,39.6049,74.98,85,89,4.05,RU,1628961727
519,nizhneudinsk,54.9076,99.0276,59.25,95,56,5.55,RU,1628961727
520,panalingaan,8.7842,117.4231,78.76,85,18,3.49,PH,1628961728
521,segou,13.4317,-6.2157,76.19,87,82,7.56,ML,1628961728
522,shouguang,36.88,118.7375,66.74,88,0,2.26,CN,1628961728
523,dalby,-27.1833,151.2667,51.98,93,76,3.65,AU,1628961729
524,syedove,47.0768,38.156,66.9,93,100,26.4,UA,1628961729
525,ankazobe,-18.3167,47.1167,59.41,82,11,11.16,MG,1628961729
526,zarechnyy,53.2036,45.1923,59.76,97,100,5.84,RU,1628961730
527,bolshaya sosnova,57.6713,54.6029,64.54,68,99,5.7,RU,1628961730
528,rancho palos verdes,33.7445,-118.387,88.36,82,20,4.0,US,1628961730
529,puerto ayacucho,5.6639,-67.6236,76.64,88,100,7.16,VE,1628961730
530,tahlequah,35.9154,-94.97,83.26,65,75,3.44,US,1628961731
531,kutum,14.2,24.6667,69.93,80,90,11.21,SD,1628961731
532,mount darwin,-16.7725,31.5838,65.82,53,3,11.92,ZW,1628961731
533,chara,56.9064,118.2631,58.98,66,11,3.65,RU,1628961732
534,san diego de los banos,22.6467,-83.3697,86.65,70,30,3.31,CU,1628961732
535,bambanglipuro,-7.95,110.2833,75.36,89,53,5.64,ID,1628961732
536,narbonne,43.0833,2.8333,94.01,39,1,6.15,FR,1628961733
537,vila,42.0304,-8.1588,80.71,46,94,7.11,PT,1628961733
538,svetlaya,46.5389,138.3297,53.85,88,2,5.95,RU,1628961733
539,tiznit,29.5833,-9.5,101.84,10,35,6.89,MA,1628961734
540,serro,-18.6047,-43.3794,82.27,33,12,4.7,BR,1628961734
541,pacific grove,36.6177,-121.9166,80.62,87,40,5.99,US,1628961598
542,kudahuvadhoo,2.6708,72.8944,82.94,74,44,17.54,MV,1628961734
543,conway,35.0887,-92.4421,87.78,60,1,4.61,US,1628961469
544,neokhorion,41.1833,23.25,83.97,44,49,3.53,GR,1628961735
545,dunboyne,53.4,-6.4667,60.19,90,75,9.22,IE,1628961735
546,dhidhdhoo,6.8833,73.1,81.9,76,100,18.19,MV,1628961735
547,boguchany,58.3814,97.4531,60.4,99,100,2.86,RU,1628961735
548,impfondo,1.6381,18.0667,81.57,62,89,1.9,CG,1628961736
549,harper,4.375,-7.7169,79.18,61,76,7.18,LR,1628961736
550,great falls,47.5002,-111.3008,86.41,29,1,12.66,US,1628961611
551,yadrin,55.9405,46.2062,61.79,66,97,2.08,RU,1628961737
